born,political party,spouse(s),children,education,website
kevin owen mccarthy (1965-01-26) january 26| 1965 (age 53)bakersfield| california| u.s.,republican,judy wages (m. 1992),2,california state university| bakersfield (bs| mba),house websiteparty website
