born,nationality,political party,alma mater,service/branch,years of service,rank,commands
 (1969-10-09) 9 october 1969 (age 49)singapore,singaporean,people's action party,christ's college| cambridgemit sloan school of management,singapore army,1987–2011, major-general,2nd battalion| singapore infantry regiment|10th singapore infantry brigade|9th division|chief infantry officer|chief of staff - joint staff|chief of army
