born,nationality,political party,spouse(s),children,residence,alma mater,occupation,website
 (1979-03-10) march 10| 1979 (age 39)oklahoma city| oklahoma| u.s.,american,republican,rachel canuso,george| margaret,oklahoma city| oklahoma,george washington university| oklahoma city university,private investment,campaign website
