born,political party,other politicalaffiliations,spouse(s),alma mater,occupation
 (1951-10-23) 23 october 1951 (age 67)british hong kong,business and professionals alliance for hong kongeconomic synergy,liberal party (quit 2008),cynthia lam,st. joseph's collegetufts university (bsme),managing director
