born,died,resting place,political party,spouse(s),children,mother,father,alma mater,occupation
(1920-12-21)21 december 1920singapore,2 october 2010(2010-10-02) (aged 89)singapore,mandai crematorium,people's action party (1959-1990),lee kuan yew (m. 1950–2010),lee hsien loong (son)lee hsien yang (son)lee wei ling (daughter),wee yew neo,kwa siew tee,methodist girls' school[1]raffles institutionraffles collegeuniversity of cambridge,lawyer[2]
