born,political party,spouse(s),alma mater,website
samuel theodore liccardo (1970-04-16) april 16| 1970 (age 48)saratoga| california| u.s.,democratic,jessica garcia-kohl,georgetown university (ba)  harvard university (mpp| jd),official website
