born,nationality,political party,spouse(s),alma mater,occupation
 (1951-11-08) 8 november 1951 (age 67)british hong kong,hong kong chinese,democratic alliance for the betterment and progress of hong kong,lee ngan-yee,south china normal university (ba in geography),legislative councillor
