born,political party,spouse(s),residence,alma mater
 (1981-07-23) july 23| 1981 (age 37)oakton| virginia| u.s.,democratic-farmer-labor,sarah clarke,minneapolis| minnesota| u.s.,college of william and maryvillanova university
