born,died,citizenship,nationality,political party,other politicalaffiliations,residence,alma mater
fida mohammad khan(1919-11-24)24 november 1919[1]peshawar| north-west frontier province| british indian empire,december 20| 2007(2007-12-20) (aged 88)[1]peshawar| kpk| pakistan,british subject (1919–1947)pakistan (1947–2007),pakistan,pakistan muslim league (n) (1988–2007),all-india muslim league (1939–1947)muslim league (1947–1958)pakistan muslim league (1962–1988),peshawar| pakistan,edwardes college (ba)aligarh muslim university(llb)
