born,nationality,political party,spouse(s),children,relatives,alma mater,net worth
mian muhammad nawaz sharif (1949-12-25) 25 december 1949 (age 68)lahore| pakistan, pakistan,pakistan muslim league (before 1988) islami jamhoori ittehad 1988–1993pakistan muslim league (n) 1993–2018,kulsoom nawaz(m. 1970; died 2018),maryam hussain hassanasma,see sharif family,govt. college  university(b.a. arts| bba)university of the punjab(llb),₨1.6 billion (us$15 million) (2017)[1]
