born,died,resting place,nationality,political party,spouse(s),relations,children,alma mater,profession
(1928-01-05)5 january 1928ratodero taluka| sind| british india(now in sindh| pakistan),4 april 1979(1979-04-04) (aged 51)rawalpindi| punjab| pakistan,garhi khuda bakhsh,british indian (1928–1947)pakistani (1947–1979),pakistan people's party,shireen amir begum (m. 1943) [1]nusrat ispahani (m. 1951)[2],bhutto familyzardari family,benazirmurtazasanamshahnawaz,uc berkeleychrist church| oxfordsociety of lincoln's inn,lawyer| politician
