born,died,cause of death,resting place,citizenship,political party,other politicalaffiliations,children,civilian awards,nickname(s),allegiance,service/branch,years of service,rank,unit,commands,battles/wars,military awards
mohammad asghar khan afridi(1921-01-17)17 january 1921jammu| kashmir| british india(present day in jammu in jammu and kashmir in india),5 january 2018(2018-01-05) (aged 96)combined military hospital in rawalpindi| punjab in pakistan,cardiac arrest,abottabad| khyber-pakhtunkhwa| pakistan,british subject(1921–1947)pakistan (1947–2018),pakistan tehreek-e-insaf,national democratic party,nasreen| shereen| omar and ali asghar,hilal-i-pakistanhilal-i-quaid-i-azamorder of crownorder of the crown of thailand:vii[1],shaheen-i-pakistannight flyer, india pakistan, british indian army royal indian air force pakistan air force,1939–68[2], air marshal(lieutenant-general),9th deccan horse| armored corps,pakistan air force academyacas (admin.)| air ahqpeshawar air force baseno. 9 squadron| riaf,"world war iifirst burma campaign
arakan campaign of 1942–43
second burma campaign

battle of the sittang bend
",crosses of aeronautical merit
