born,political party,other politicalaffiliations,father,relatives,alma mater,net worth
 (1956-06-22) 22 june 1956 (age 62)[1][2]murree| punjab| pakistan,pakistan tehreek-e-insaf (2011–present),islami jamhoori ittehad (1988–1990) pakistan peoples party (1990–2011),sajjad hussain qureshi,zain hussain qureshi (son),aitchison college forman christian collegeuniversity of cambridgeuniversity of punjab,₨283.6 million (us$2.7 million)[3]
