born,nationality,political party,children,alma mater,profession
 (1955-07-05) 5 july 1955 (age 63)lahore| punjab| pakistan,pakistani,pakistan peoples party parliamentarians (until 2015)pakistan tehreek-e-insaaf (2016–present),2 daughters| 1 son,government college university,agriculturist| gadi nasheen karmanwala
