born,nationality,political party,children,relatives,alma mater,occupation,net worth,cabinet
 (1950-01-01) 1 january 1950 (age 68)manki sharif| nwfp| pakistan, pakistani,pakistan tehreek-e-insaf,5,nafeesa inayatullah khan khattak (sister-in-law)  sajida begum (niece)[1],aitchison collegegordon college,politician,₨129 million (us$1.2 million)[2],imran khan ministry
