born,citizenship,political party,other politicalaffiliations,children,alma mater,profession
muhammad javed hashmi (1948-01-01) 1 january 1948 (age 70)multan| punjab| pakistan, pakistan,pakistan muslim league (n),pakistan tehreek-e-insaf(2011–2014),bushra| mamoona(daughters),punjab university(bsc| msc| and mphil in poly sci.),lawyer| agriculturist
