born,awards,allegiance,service/branch,rank,unit,commands,battles/wars
2 september 1934,bir uttom, bangladesh pakistan (before 1971),"
 bangladesh army
 pakistan army
",major-general,east bengal regiment,"
chief of army staff
brigade commander of s force
sector commander of the sector 3
",bangladesh liberation war
