born,nationality,relations,alma mater
 (1954-12-21) 21 december 1954 (age 63)dera ghazi khan| pakistan, pakistani,nasir mahmood khosa (brother)tariq masood khosa (brother)[1],university of cambridge (trips-i| ll.m.)lincoln’s inn (bar at law)university of punjab (b.a.| m.a.)government college| lahore (inter) [2]
