born,nationality,political party,spouse(s),father,relatives,net worth
 (1974-09-06) 6 september 1974 (age 44)[1],pakistani,pakistan muslim league (n),mehrunissah hamza  rabia hamza (m. 2012),shehbaz sharif[2],see sharif family,est. ₨411 million (us$3.9 million) (ecp 2018)[3]
