born,died,political party
(1917-01-11)11 january 1917utmanzai| british raj(now pakistan),26 january 2006(2006-01-26) (aged 89)peshawar| khyber pakhtunkhwa| pakistan,indian national congress (before 1947)national awami party (1957–1968)national awami party-wali (1968–1986)awami national party (1986–2006)
