born,nationality,education,occupation,profession,website
 (1967-03-06) 6 march 1967 (age 51) [1]karachi| pakistan,pakistani,royal college of surgeons fletcher school of law and diplomacyjinnah sindh medical university,journalist| columnist,medical doctor,drshahidmasood.com
