born,allegiance,service/branch,years of service,rank,unit,commands,battles/wars,awards
 (1960-11-11) 11 november 1960 (age 58)[2]karachi| sindh| pakistan, pakistan, pakistan army,1978 – present,general,16th baloch regiment,16th chief of army staffins-gen. training and evaluation x corps in rawalpindigoc force command north| gilgitpakistan armed forces–africa command,"dongo conflict in africa2014 indo-pakistani tensionswar in afghanistanwar in north-west pakistan
zarb-e-azb
radd-ul-fasaad
khyber–1
",nishan-e-imtiaz (military)hilal-i-imtiaz (military)legion of merit of turkey order of the military merit (jordan)
