born,nationality,political party,spouse(s),children,parents,relatives,net worth
 (1955-07-26) 26 july 1955 (age 63)karachi| sind| pakistan,pakistani,pakistan people's party,benazir bhutto(m. 1987; died 2007),3| including bilawal,bilquis sultana and hakim ali zardari[2],see the zardari family,₨758 million (us$7.2 million)[3]
