born,nationality,political party,parents,education,profession,committees
 (1971-10-26) 26 october 1971 (age 47)karachi| sindh|  pakistan,pakistani,muttahida qaumi movement,khawaja noorul hassan (father),mba| pimsatll.b.| university of karachib.sc| university of karachi,politician| businessperson,standing committee on cooperatives (chairperson)  standing committee on information and archives standing committee on katchi abadies standing committee on planning| development and special initiatives
