born,father,awards,allegiance,service/branch,years of service,rank,unit,commands,battles/wars
1935 (age 82–83)hangu| british india (now pakistan),lt colonel dr.arshad khan,hilal-i-imtiaz, pakistan, pakistan army,1954 – 1994, lieutenant general,punjab regiment,school of infantry and tactics (si&t)| quettaig frontier corps (igfc)| peshawar9th infantry division| kohatig training and evaluation (igt&e)v corps| karachiquarter-master general (qmg),indo-pakistan war of 1965indo-pakistan war of 1971
