born,nationality,political party,alma mater,notable award(s)
abdul rehman malik (1951-12-12) 12 december 1951 (age 66)sialkot| punjab, pakistan (1951–2003; continued from 2013)  united kingdom (2003–2012),pakistan peoples party,university of karachi,nishan-e-imtiaz (2012)
