born,citizenship,political party,alma mater,profession
mushahid hussain syed1952 (age 65–66)sialkot| punjab| pakistan, pakistan,pakistan muslim league (n),f.c. college university(ba in journalism)georgetown university(ms in foreign service),journalist| politician|
