born,relations,parents,alma mater,occupation
8 june 1955nawani| bhakkar district| punjab| pakistan[1],rashid akbar khan (brother)[1],ghulam akbar khan (father)[1],university of the punjab (ma) - 1985,politician| agriculturist[1]
