born,spouse(s),relations,children,father,alma mater
 (1956-12-20) 20 december 1956 (age 61)karachi| sindh| pakistan,zulfiqar mirza,zafar hussain mirza (father-in-law),hasnain mirza (son),qazi abdul majeed abid,liaquat university
