born,died,political party,spouse(s),alma mater,profession
(1905-12-17)17 december 1905lucknow| united provinces| british india (now in uttar pradesh| india),18 september 1992(1992-09-18) (aged 86)bombay| maharashtra| india,independent,pushpa shah,nagpur universitytrinity college| cambridgelincoln's inn,lawyer| academician
