born,citizenship,nationality,political party,other politicalaffiliations,alma mater,occupation
zubaida jalal khan (1959-08-31) 31 august 1959 (age 59)quetta| balochistan| pakistan,pakistan,pakistani,balochistan awami party,pakistan muslim league (q),university of balochistan,teacher| social worker
