born,political party,other politicalaffiliations,relatives,alma mater
 (1944-01-01) january 1| 1944 (age 74)[1]dera murad jamali| baluchistan agency| british india(now in balochistan| pakistan),pakistan tehreek-e-insaf,pakistan peoples party (before 1977)independent (1977–1985)pakistan muslim league (1985–1988) islami jamhoori ittehad (1988–1993)pakistan muslim league (n) (1993–2002| 2013–2018),a.r. jamali (brother),government college universitypunjab university
