born,died,nationality,political party,spouse(s),father,education,alma mater,occupation
(1943-07-06)6 july 1943qazipura north bahraich,15 april 2018(2018-04-15) (aged 74),indian,samajwadi party,rubab sayda,khwaja qamarudin,doctor,kanpur university,doctor| politician
