born,citizenship,nationality,political party,children,parents,education,profession,cabinet
 (1961-08-04) 4 august 1961 (age 57)khuzdar| balochistan| pakistan,pakistani,pakistan,pakistan muslim league (n)(6 january 2010 – present)[1],sikander khan zehri| hamza khan zehri,sardar doda khan zehri (father),university of balochistan(ba)[2],politician| chief of jhalawan | nawab of zehri tribe,government of balochistan| pakistan
