born,died,political party,spouse(s),relations
(1915-04-10)april 10| 1915poonch| jammu and kashmir| dogra,july 31| 2003(2003-07-31) (aged 88)[1]islamabad| pakistan,muslim conference| jammu kashmir peoples party,zaib-un-nisa khan,"
sardar jawaid ibrahim khan (son)
sardar khalid ibrahim khan (son)(mla)
uft-e-huma (daughter)
sardar farooq ibrahim khan (son)
noreen farooq khan (daughter-in-law)(mna)
"
