born,nationality,political party,spouse(s),children,alma mater
 (1949-08-29) 29 august 1949 (age 69)karachi| sind| pakistan,pakistani,pakistan tehreek-e-insaf,samina alvi[1],4,de'montmorency college of dentistryuniversity of michiganuniversity of the pacific
