born,died,resting place,citizenship,political party,spouse(s),children,relatives,alma mater,profession
(1903-02-08)8 february 1903alor star| kedah| siam (now malaysia),6 december 1990(1990-12-06) (aged 87)kuala lumpur| malaysia,kedah royal mausoleum,malaysian,united malays national organisation (1946–1988),meriam chong (1933–1935)violet coulson (1935–1946)sharifah rodziah (1939–1990),"tunku khadijahtunku ahmad nerang 
sulaiman (adopted)  mariam (adopted)  faridah (adopted)",grandchildren:sharifah intansharifah hanizahsharifah menjelaratunku putri rozainitunku muinuddin putratunku norain putratunku soraya putratunku munawira putra,st catharine's college| cambridgeinner temple,lawyer
