born,nationality,political party,other politicalaffiliations,relations
 (1950-01-01) january 1| 1950 (age 68)faislabad| pakistan,pakistani,pakistan muslim league (n) (1993–present),pakistan peoples party (until 1993),iftikhar muhammad chaudhry (cousin)[1]
