born,died,political party,alma mater
(1904-01-01)1 january 1904kharian| punjab| british india(now in punjab| pakistan),2 june 1982(1982-06-02) (aged 78)lahore| punjab| pakistan,pakistan peoples party,aligarh muslim universityuniversity of the punjab
