born,political party,relations,parents,residence,occupation
 (1976-01-10) 10 january 1976 (age 42)thatta| sindh| pakistan,pakistan peoples party,rasul bux palijo (uncle)zarina baloch (grandmother)ayaz latif palijo (cousin),ghulam qadir palijo (father) zarina akhtar baloch (mother),karachi| sindh| pakistan,politician
