born,political party,spouse(s),children,awards,allegiance,service/branch,rank
ramzan akhmadovich kadyrov (1976-10-05) 5 october 1976 (age 42)tsentaroy| chechen-ingush assr| russian sfsr| soviet union,united russia,medni musaevna kadyrova,12 (6 sons (2 adopted)| 6 daughters)[4][5],  other awards,russia,russian armed forces,major general
