born,citizenship,nationality,residence,alma mater
jawwad sajjad khawaja [1] (1950-09-10) september 10| 1950 (age 68)wazirabad| punjab| pakistan,pakistan,pakistani,islamabad| pakistan,lawrence college ghora galiaitchison collegeforman christian college universitypunjab university law college (llb)university of california| berkeley| united states (llm)
