born,religion,nationality,citizenship,denomination,alma mater,occupation,order,website
muhammad tahir-ul-qadri (1951-02-19) 19 february 1951 (age 67)jhang| pakistan,islam,pakistani,canadian| pakistani[1][2],sunni,university of the punjab,scholar| politician,qadiriya sufism,drtahirulqadri.com
