born,nationality,political party,other politicalaffiliations,spouse(s),children,alma mater
 (1954-10-17) 17 october 1954 (age 64)[1][2]lahore| punjab| pakistan,pakistani,pakistan muslim league (n)(2001–present),pakistan tehreek-e-insaf (before 1998),reema ayaz (m. 1977)[3],3,aitchison collegehailey college of commerce
