born,died,citizenship,alma mater,occupation,awards
malik ghulam muhammad(1895-04-20)april 20| 1895lahore| punjab| british india(present-day pakistan),august 29| 1956(1956-08-29) (aged 61)lahore| west pakistan| pakistan, british india (1895-1947) pakistan (1947-1956),aligarh muslim university(ba in acc.),civil servant| chartered accountant, order of the indian empire
