born,political party,spouse(s),relations,children,parents,residence,alma mater
 (1956-01-02) 2 january 1956 (age 62)umgaon| madhubani| bihar,indian national congress,shabana ahmad,ahmad ghafoor,3 sons,shakoor ahmad| hajra khatoon,s.k. medical college| muzaffarpur bihar,as of 26 september| 2006
