born,nationality,relations,children
 (1942-06-28) 28 june 1942 (age 76)rajanpur district,pakistani,ahmad ali khan dreshak (grandson)[1],sardar hasnain bahadar dreshak (son)[2]  sardar ali raza khan dreshak (son)[2]
