born,died,resting place,children,parents,known for,awards
(1904-01-17)17 january 1904sann| sindh| british india (now pakistan),(1995-04-25)25 april 1995 (age 91)karachi,sann,syed amir hyder shah| syed imdad muhammad shah| zarin taj| shama aimen and dr. durreshahwar,syed mohammed shah kazmi,sindhi nationalism| sufism| history| and islamic philosophy,friends of liberation war honour[3]
