born,political party,spouse(s),alma mater,allegiance,service/branch,years of service,rank,battles/wars
omar hassan ahmad al-bashir (1944-01-01) 1 january 1944 (age 74)hosh bannaga| anglo-egyptian sudan,national congress,fatima khalidwidad babiker omer,egyptian military academy,"
 sudan
 egypt
", sudanese army,1960–present,field marshal,"
first sudanese civil war
yom kippur war
second sudanese civil war
"
