born,nationality,political party,other politicalaffiliations,residence,alma mater
 (1946-01-27) 27 january 1946 (age 72)gujrat| punjab| british india(now gujrat city| punjab| pakistan),pakistani,pakistan muslim league (q),pakistan muslim league (before 1988)islami jamhoori ittehad (1988-1993)pakistan muslim league (n) (1993-2002),lahore| punjab| pakistan,forman christian universitypunjab university
