born,nationality,spouse(s),relations,alma mater
 (1971-08-19) 19 august 1971 (age 47)karachi|pakistan,pakistani  pakistani,zainab lodi sayeed,"ehsan ali sayeed (son)
noor sayeed (daughter)
mir farooq sayeed (son)

saif sayeed (son)","karachi grammar school
|buckingham univeristy"
