born,died,spouse(s),children,parents,alma mater,known for,website
(1931-02-14)14 february 1931hyderabad| hyderabad state| british india(now in telangana| india),29 september 2008(2008-09-29) (aged 77)hyderabad| andhra pradesh| india(now in telangana| india),nazima begum,1-asaduddin owaisi 2-akbaruddin owaisi 3-burhanuddin owaisi and 1 daughter [1],abdul wahed owaisi (father),"aligarh muslim university 
osmania university",majlis-e-ittehadul muslimeenall india muslim personal law board,http://www.etemaaddaily.com/
