born,nationality,parents,alma mater
 (1957-10-05) 5 october 1957 (age 61)quetta| balochistan| pakistan,pakistani,syed imtiaz hussain baqri hanafi (father),cantonment public school| quettagovernment girls college| quettauniversity of balochistanuniversity law college| quetta
