born,died,political party,children,alma mater
(1931-08-14)14 august 1931new jatoi| bombay presidency| british india(now shaheed benazir abad district| sindh| pakistan),20 november 2009(2009-11-20) (aged 78)london| england| united kingdom,pakistan peoples party (before 1986)national peoples party (1986–2009),arif mustafa jatoi (son),university of cambridge
