Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2018-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Lesotho,LSO,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,285000,147000,107000,174000,100000,114000,313000,209000,704000,1831000,3365000,2862000,4514000,14808000,9997000,13663000,8876000,8203000,15704000,13960000,14830000,16142000,20277000,20428000,16894000,21978000,18553000,23091000,24510000,26962000,33163000,46561000,49356000,50157000,37787000,65288000,35594000,31089000,24493000,24637000,19413000,23315000,24306000,27210000,27213000,35003000,40018000,40533000
Late-demographic dividend,LTE,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,LUX,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macao SAR, China",MAC,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,40057000,65880000,77877000,97507000,107411000,109992000,118910000,149359000,335512000,448674000,590597000,646686000,860527000,731438000,244862000,521648000,636507000,604958000,511103000,597672000,681520000,1056456000,1394276000,1839350000,2093112000,2268975000,1957789000,2000525000,1769497000,1983925000,1632369000,1655418000,2593719000,2967436000,2379502000,2138742000,2784271000,3324817000,3451797000,2704282000,2423459000,2424271000,2769752000,3998268000,3714042000,2460339000,2634342000,4326030000
Monaco,MCO,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000,764000,5174000,41447000,41107000,61956000,83245000,87441000,57645000,66896000,167228000,87668000,206598000,162513000,234607000,218938000,390615000,302921000,305718000,367959000,466828000,542718000,455295000,311766000,265219000,845669000
Madagascar,MDG,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,45298000,50763000,57718000,67656000,64922000,39001000,6785000,111006000,10736000,17744000,41977000,36840000,39492000,25888000,33704000,54721000,89000000,85108000,86319000,68397000,69499000,49405000,40035000,33951000,31010000,23701000,43351000,100273000,58057000,63895000,73777000,33817000,29154000,34142000,45332000,38030000,36146000,8742000,13860000,27104000,37207000,25160000,43899000,48368000,54260000,94491000,84946000,103758000
Maldives,MDV,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,216000,788000,2631000,14082000,6628000,9131000,4833000,6898000,7374000,6024000,5445000,5241000,5699000,6359000,7094000,7828000,24175000,11625000,12327000,13916000,15781000,16577000,15869000,21662000,22084000,29669000,48798000,61996000,64673000,59840000,70262000,68555000,58125000,66629000,102008000,106469000,232978000
Middle East & North Africa,MEA,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,1025032000,1057689000,1186298000,1362928000,1314323000,1515002000,1992895000,3118008000,4914719000,8068500000,4771602000,4523678000,4547528000,4846062000,5671929000,5087331000,4435809000,3409613000,6214054000,5449397000,2837917000,4270469000,12363007000,14893529000,9909781000,14183812000,26831818000,27403653000,17140004000,18391328000,39455466000,34845648000,27299230000,22744544000,29318117000,25101461000,42437235000,24287990000,24601844000,22318126000,21682660000,28708204000,35412896000,20201107000,29392978000,31908825000,59129581000,21502957000
Marshall Islands,MHL,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,5797821000,5908002000,7087339000,9312210000,10810223000,11772838000,13808534000,17749677000,26046685000,33740391000,34413619000,37698374000,40410685000,34980377000,38273964000,41891420000,44528743000,45960160000,57902377000,57993645000,59695068000,59017113000,74088985000,84447892000,91302412000,106486448000,140180082000,155862078000,152598052000,189440135000,196336801000,200889302000,208826798000,237617115000,233244826000,270967729000,326187269000,330233574000,390183043000,399103605000,382549287000,395881407000,404808149000,476923678000,562703312000,592489868000,683114750000,682531206000
"Macedonia, FYR",MKD,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5169000,119251000,19031000,25906000,49317000,91062000,88244000,73880000,128488000,177718000,170202000,172782000,171034000,429526000,485465000,293092000,374703000,442789000,739434000,478569000,734053000,657500000,699207000,702295000,912946000
Mali,MLI,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,300000,348000,445000,4442000,1754000,2413000,3211000,4719000,4055000,4992000,6073000,6062000,5880000,7266000,9793000,21609000,17087000,17729000,29328000,24279000,25414000,17647000,31703000,26168000,53021000,55176000,46886000,42138000,44041000,63739000,49988000,46893000,39543000,38163000,53206000,52061000,58299000,43458000,44280000,45879000,39221000,40649000,34435000,69043000,64672000,64913000,71677000,144699000
Malta,MLT,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,13281000,16086000,18085000,34576000,22679000,24556000,26969000,23504000,28488000,61192000,66291000,84781000,68606000,86488000,93402000,116205000,141399000,99146000,65527000,116857000,44164000,32755000,26377000,25410000,43902000,182182000,141498000,102449000,78997000,63827000,6223000,3441000,4535000,3721000,2901000,2915000,2879000,4984000,4276000,4235000,1642000,798000,763995000,54096000,48906000,64420000,84717000,55422000
Middle East & North Africa (excluding high income),MNA,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,351510000,368097000,578240000,799989000,928633000,649704000,831496000,1152434000,1643347000,2516002000,4395860000,4862371000,5472874000,5985880000,5926241000,6607439000,6753047000,6800015000,8114927000,8453469000,10622102000,11400489000,11461711000,11460700000,10115674000,11040441000,11692121000,12527010000,9101754000,11186926000,10623585000,8650611000,9997238000,12850878000,14525370000,13748484000,24048734000,13622442000,16236197000,13224135000,12121808000,14165092000,11566132000,11912439000,14303174000,12234149000,15489417000,15861125000
Montenegro,MNE,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12740000,109462000,27884000,24963000,61283000,126713000,174063000,269057000,187125000,410439000,404445000,227706000
Mongolia,MNG,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56144000,14887000,33723000,32433000,34036000,49600000,21169000,6726000,21821000,28055000,32227000,265384000,12947000,16719000,25159000,30118000,41026000,70007000,139177000,78173000,898217000,885060000,869290000,1322749000,1088418000,4903220000
Northern Mariana Islands,MNP,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11831000,30269000,57054000,20709000,24223000,24456000,29107000,37899000,29617000,34511000,53575000,67261000,54609000,45167000,36295000,32483000,33917000,39803000,20631000,26728000,14795000,18336000,16056000,9520000,14047000,14504000,38430000,36948000,48991000,98186000,100532000,176534000,274631000,452221000
Mauritania,MRT,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,3157000,2891000,9070000,10692000,9786000,34176000,69589000,32013000,16554000,50530000,17041000,35669000,15823000,14190000,18430000,48438000,43140000,66695000,78950000,54713000,82560000,48099000,52773000,75522000,57246000,69558000,72068000,62266000,61596000,60199000,45602000,40379000,30298000,30704000,25990000,32521000,43510000,93019000,37683000,53300000,76270000,78812000,88608000,105543000,153803000,114847000,154093000,268547000
Mauritius,MUS,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,1407000,2733000,2020000,1526000,1988000,8592000,5656000,8176000,7936000,11443000,18529000,21748000,33100000,60725000,51732000,42603000,38649000,48861000,104664000,53141000,59871000,95262000,127273000,82489000,102813000,153736000,107888000,135889000,152304000,106283000,400887000,132226000,191158000,152545000,170372000,197092000,226217000,126377000,145414000,121689000,118389000,3335539000,3025387000,3270860000,3164228000,3108070000,1717258000,1397248000
Malawi,MWI,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,2905000,3607000,4355000,4947000,6762000,8586000,9007000,15214000,20687000,20370000,33189000,39194000,30488000,23655000,38644000,46294000,66019000,37519000,34433000,29315000,66632000,62429000,52405000,43496000,47074000,65466000,40698000,37867000,36312000,30940000,32734000,26318000,11957000,15588000,25787000,37757000,31637000,19765000,16704000,22414000,12843000,13944000,14659000,21917000,23897000,26558000,30522000,40721000
Malaysia,MYS,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,56833000,34802000,47580000,88788000,112998000,137001000,248315000,450727000,864177000,475255000,344845000,433860000,594310000,690693000,1133417000,3635576000,1900776000,2792614000,4422732000,3016144000,3167718000,1839955000,3102265000,3425384000,4689700000,4449748000,6343413000,4276370000,3805719000,2970899000,4145888000,4090660000,5973286000,7408851000,7101790000,7192171000,4931535000,5778512000,3257783000,7750229000,3563644000,4550890000,4171215000,8820653000,9851713000,10531504000,6422032000,31164741000
North America,NAC,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,NAM,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Caledonia,NCL,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,1553000,1625000,1679000,1949000,2523000,5782000,6731000,6078000,19313000,32665000,57451000,83695000,157743000,82650000,47672000,53757000,64083000,57024000,56238000,55711000,47201000,62625000,26789000,56006000,38109000,30914000,32723000,33822000,36311000,14067000,14041000,19729000,14967000,20980000,22826000,21538000,45689000,16768000,16060000,28530000,13761000,17918000,19415000,27251000,32492000,59528000,61893000,82527000
Nigeria,NGA,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,67791000,64380000,63796000,190464000,150311000,224417000,355984000,86064000,82668000,134643000,242119000,635545000,841510000,1155505000,2129294000,2707018000,1243648000,459001000,692024000,607036000,1180106000,862387000,543773000,579000000,746444000,918094000,1137660000,839660000,773318000,604949000,1091544000,1715297000,1149143000,1218603000,1164291000,3863415000,6441822000,915516000,596701000,666463000,1189378000,426144000,1192484000,225515000,4278138000,1110793000,1836952000,2762433000
Nicaragua,NIC,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,18261000,25312000,23237000,53031000,22767000,22538000,37737000,50854000,50317000,22250000,49361000,74551000,59419000,49846000,33096000,26479000,19503000,47497000,18681000,12691000,6899000,340867000,46936000,66307000,101847000,191226000,125489000,183520000,86493000,97621000,184399000,260117000,103666000,132190000,75347000,110484000,108393000,313157000,309210000,334957000,459956000,591522000,499167000,451899000,516209000,572355000,576056000,426769000
Netherlands,NLD,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,NPL,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,2513000,258000,309000,413000,632000,1367000,1242000,2108000,1639000,1793000,2097000,2240000,2578000,3518000,4129000,5856000,11977000,14930000,21919000,24640000,27646000,28830000,34666000,36350000,42002000,44869000,39287000,57098000,54387000,69373000,67233000,62322000,69995000,79396000,84635000,86053000,104485000,112160000,126606000,139666000,148383000,153906000,175102000,164888000,171389000,165221000,168784000,191083000
Nauru,NRU,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD members,OED,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,OMN,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other small states,OSS,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,146837000,112543000,108484000,108336000,121113000,158281000,159691000,193785000,210465000,306099000,352359000,370410000,342586000,798295000,620092000,728330000,689240000,753705000,859188000,865208000,897987000,997206000,1266113000,1393496000,2379347000,1833052000,1779417000,2549624000,1287187000,1653236000,1588127000,1957868000,1782516000,1634828000,2956479000,1466066000,1333070000,1375239000,1765782000,2240604000,3015921000,1664750000,1687074000,2424412000,1936942000,2240006000,2880313000,5848074000
Panama,PAN,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,23613000,28068000,34716000,63415000,91438000,31186000,44666000,88223000,442887000,190144000,214645000,213299000,280939000,188644000,232721000,103970000,123877000,132702000,15115000,7538000,50578000,73183000,401881000,135513000,163956000,133558000,411447000,1207984000,345772000,287839000,411465000,627207000,1145791000,397012000,788420000,1403064000,2217135000,170529000,1136031000,436161000,565082000,763399000,1203893000,1038889000,723028000,978766000,4420213000,685825000
Peru,PER,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,336973000,358331000,376713000,546740000,560957000,531987000,531503000,723012000,723370000,739071000,1029510000,1444640000,982129000,466429000,502789000,533744000,325145000,201506000,135119000,145944000,165957000,620693000,503658000,990261000,611400000,529305000,1237246000,1991137000,653755000,937328000,1003320000,692266000,2002068000,1082985000,1276370000,4192675000,1530261000,6748438000,3264567000,2221199000,4059602000,2128055000,2757773000,5129503000,3282632000,2731327000,4448853000,8674525000
Philippines,PHL,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,261108000,257547000,255679000,399824000,329115000,298767000,343358000,370034000,949663000,962309000,540952000,725056000,973530000,827325000,527343000,587636000,1036484000,1235329000,1211527000,887150000,1472965000,1478660000,2636490000,2701816000,2249949000,2736528000,2890299000,2124626000,2364501000,3405097000,4047329000,5945554000,6652742000,6732981000,7239978000,5747773000,8964692000,4738904000,6994912000,5674690000,8340601000,6311312000,2728278000,2918280000,3045687000,4659805000,7160741000,7757520000
Palau,PLW,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,20416000,43247000,79612000,91363000,81877000,69639000,67549000,70020000,83077000,50324000,71578000,81520000,115486000,155505000,219022000,190606000,168954000,187717000,315629000,342789000,388318000,358760000,480735000,668846000,709871000,493077000,389021000,424960000,209356000,125244000,195587000,189455000,207468000,133000000,140862000,182783000,269967000,946694000,932029000,513291000,758006000,1076405000,348774000,1027891000,821961000,518547000,2660309000,4666495000
Poland,POL,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pre-demographic dividend,PRE,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People’s Rep.",PRK,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,PRY,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,8525000,9847000,11616000,12399000,18641000,24435000,24361000,33088000,38007000,60355000,85036000,99656000,66858000,59637000,81631000,84006000,137640000,134775000,190189000,81950000,130449000,157814000,385500000,202306000,164713000,164247000,131934000,181897000,144844000,133207000,206710000,215392000,232993000,248612000,319355000,348157000,287575000,258372000,297406000,309540000,314276000,711905000,1739876000,1352718000,2779206000,1592282000,914427000,2032107000
West Bank and Gaza,PSE,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific island small states,PSS,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,PST,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,PYF,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,ROU,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,560000,6715000,824165000,1122032000,2097070000,1150418000,1348360000,1215575000,1084449000,1589055000,3439994000,1646082000,4000000,13438000,84424000,155201000,264567000,302496000,3706276000,2623009000,1756119000,3011536000,1705599000,1778213000,2454656000,2596751000,3411297000,5170197000,6298233000,8239369000,14474915000,13169291000,15783554000,15728541000,15998063000,19678682000,16143353000,19789492000,16630356000,15089280000
Russian Federation,RUS,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,993627000,1437635000,2180871000,3273015000,2638177000,1408857000,4239770000,2677933000,3333262000,5587482000,5558423000,13031342000,11093642000,29121271000,37425358000,24767431000,64011908000,74280731000,42977168000,33072457000,30863537000,34182427000,68661240000,81730575000,51555331000,69823386000
Rwanda,RWA,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,272000,347000,430000,126000,425000,280000,655000,743000,1031000,994000,2579000,2382000,2462000,5021000,6387000,9345000,10137000,11456000,8749000,13910000,8906000,11375000,9674000,11090000,1489000,11366000,8940000,10150000,8989000,11958000,13113000,10883000,9086000,12107000,13726000,13156000,17779000,16159000,8615000,5311000,8301000,11663000,12899000,13527000,15161000,78982000,83359000,31489000
South Asia,SAS,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,897443000,496314000,539859000,589955000,735744000,905667000,866924000,933660000,1025508000,1137802000,1206937000,1229639000,1412179000,2013151000,1914969000,2282329000,3221234000,2880815000,3122427000,2989328000,3855903000,4113951000,4849500000,5749060000,7849943000,9290450000,8892029000,10071562000,8378915000,8479008000,9040958000,10237346000,13965017000,22748507000,17030382000,21783642000,14902069000,34967930000,27169111000,15227687000,23854175000,26167726000,25735421000,34004721000,89480837000,44791591000,72232242000,43596897000
Saudi Arabia,SAU,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,SDN,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,21132000,26664000,36802000,39679000,39301000,77490000,71974000,41806000,53719000,32304000,53445000,51374000,98864000,40009000,40502000,16086000,151236000,41609000,58037000,45395000,14638000,12159000,14085000,9335000,2619000,14541000,0,158000,1262000,5705000,143005000,138131000,80056000,188308000,204373000,291063000,209213000,216259000,218850000,362366000,397453000,415626000,273639000,211275000,178578000,411860000,226182000,526332000
Senegal,SEN,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,9417000,12593000,11120000,32153000,24388000,22786000,25922000,36409000,74385000,85619000,156306000,79103000,30521000,29460000,44232000,52152000,97811000,158790000,164588000,131479000,140986000,141892000,97237000,57891000,124989000,155585000,117811000,97478000,155854000,129979000,127271000,124319000,124639000,133775000,232286000,111620000,111017000,126261000,126086000,145935000,228720000,235548000,211120000,267582000,213698000,193367000,207006000,229391000
Singapore,SGP,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,SLB,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,12000,14000,16000,12000,12000,61000,656000,890000,961000,1116000,3010000,5664000,7002000,8572000,5180000,7147000,12540000,6548000,6327000,4382000,7829000,7338000,6249000,4504000,3340000,5509000,12254000,10005000,2818000,10690000,10786000,7592000,17467000,12600000,21766000,38885000,13461000,8536000,13242000,15882000
Sierra Leone,SLE,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,10585000,6286000,8057000,9184000,10514000,11180000,16826000,12303000,29885000,34879000,42932000,41865000,18736000,15601000,17378000,9428000,7814000,6841000,9617000,3946000,7392000,2483000,11211000,4889000,14093000,56655000,46954000,7231000,13543000,6564000,9649000,9194000,8009000,8431000,8867000,4803000,7780000,5036000,2422000,3336000,4837000,7038000,7867000,9808000,14201000,14574000,21626000,29201000
El Salvador,SLV,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,22932000,30379000,28056000,44520000,47988000,81423000,63131000,97490000,64126000,66436000,38414000,41146000,57908000,111721000,136335000,143125000,141836000,131221000,119221000,99421000,125112000,170104000,155432000,178911000,252075000,166745000,182719000,133200000,299055000,168617000,162813000,179403000,204848000,391766000,468554000,405945000,672387000,551393000,489986000,686579000,604165000,756999000,628360000,559486000,679463000,559824000,662931000,1538234000
San Marino,SMR,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,498000,592000,1199000,1786000,1964000,2197000,1674000,2158000,3089000,3166000,7115000,43191000,5026000,7558000,5438000,2301000,3223000,3842000,1121000,6955000,2604000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33226000
Serbia,SRB,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,380961000,542781000,752977000,853009000,979388000,1160266000,1144162000,1231005000,1309124000,2238168000,2382654000,1861094000,2097439000,1656599000,1572626000,1199932000,1540171000,1366755000,1243408000,1819909000,2726640000,2390778000,964822000,12406000,0,0,0,0,0,0,0,30040000,79303000,168342000,352641000,569803000,1319295000,2333544000,3485790000,3612546000,3431341000,4256984000,4755683000,6295788000,6321102000,2987125000,5023474000,3626255000
